kategori,alt_kategori,urun_adi,fiyat,birim,miktar
Temel Gıda,Konserve,Yayla Haşlanmış Susuz Maş Fasulyesi,27.99,1,
Temel Gıda,Konserve,Yayla Haşlanmış Susuz Yeşil Mercimek,30.99,1,
Temel Gıda,Konserve,Yayla Haşlanmış Susuz Börülce,32.5,1,
Temel Gıda,Konserve,Duru Pratik Haşlanmış Nohut,24.99,1,
Temel Gıda,Konserve,Duru Pratik Haşlanmış Börülce,27.99,1,
Temel Gıda,Konserve,Viru Yeşil Kuşkonmaz,138.3,1,
Temel Gıda,Konserve,Tat Salatalık Turşusu,118.99,1,
Temel Gıda,Konserve,Tat Biberiye Turşusu,55.99,1,
Temel Gıda,Konserve,Tat Karışık Turşu,88.99,1,
Temel Gıda,Konserve,Tat Burger Salatalık Turşusu,90.99,1,
Temel Gıda,Konserve,Tat Acı Biber Turşusu,55.99,1,
Temel Gıda,Konserve,Tat Jalapeno Biber Turşusu,57.5,1,
Temel Gıda,Konserve,Tat Pancar Turşusu,96.99,1,
Temel Gıda,Konserve,Kühne Türk Tipi Salatalık Turşusu,155.5,1,
Temel Gıda,Konserve,Kühne Cüccü Kornişon Turşusu,133.5,1,
Temel Gıda,Konserve,Kühne Jalapeno Biber Turşusu,166.5,1,
Temel Gıda,Konserve,Kühne Kornişon Turşu,166.5,1,
Temel Gıda,Konserve,Kühne Az Tuzlu Salatalık Turşusu,166.5,1,
Temel Gıda,Konserve,Kühne Türk Tipi Kornişon Turşusu,155.5,1,
Temel Gıda,Konserve,Kühne Halka Dilimli Burger Turşusu,144.5,1,
Temel Gıda,Konserve,Kühne Alman Tipi Salatalık Turşusu,166.5,1,
Temel Gıda,Konserve,Kühne Acı Biber Turşusu,133.5,1,
Temel Gıda,Konserve,Kühne Biberiye Turşusu,133.5,1,
Temel Gıda,Konserve,Kühne Pancar Turşusu,166.5,1,
Temel Gıda,Konserve,Kühne Türk Tipi Karışık Turşu,166.5,1,
Temel Gıda,Konserve,Berrak Salatalık Turşusu,52.5,1,
Temel Gıda,Konserve,Berrak Çubuk Usulü Salatalık Turşusu,75.99,1,
Temel Gıda,Konserve,Berrak Karışık Turşu,15.95,1,
Temel Gıda,Konserve,Berrak Pancar Turşusu,74.5,1,
Temel Gıda,Konserve,Berrak Sarımsak Turşusu,83.5,1,
Temel Gıda,Konserve,Berrak Kapari Turşusu,112.5,1,
Temel Gıda,Konserve,Berrak Acı Turşu Suyu,6.99,1,
Temel Gıda,Konserve,Kemal Kükrer Salatalık Turşusu,30.9,1,
Temel Gıda,Konserve,Kemal Kükrer Karışık Turşu,31.9,1,
Temel Gıda,Konserve,Kemal Kükrer Pancar Turşusu,19.5,1,
Temel Gıda,Konserve,Fersan Salatalık Turşusu,62.7,1,
Temel Gıda,Konserve,Fersan Salatalık Turşusu,54.5,1,
Temel Gıda,Konserve,Fersan Jalapeno Turşu,62.99,1,
Temel Gıda,Sıvı Yağ,Turna Ayçiçek Yağı,99.99,1,
Temel Gıda,Sıvı Yağ,Turna Ayçiçek Yağı,188.5,1,
Temel Gıda,Sıvı Yağ,Biryağ Ayçiçek Yağı,99.99,1,
Temel Gıda,Sıvı Yağ,Biryağ Ayçiçek Yağı,193.99,1,
Temel Gıda,Sıvı Yağ,Biryağ Ayçiçek Yağı,287.99,1,
Temel Gıda,Sıvı Yağ,Orkide Ayçiçek Yağı,43.9,1,
Temel Gıda,Sıvı Yağ,Orkide Ayçiçek Yağı,86.9,1,
Temel Gıda,Sıvı Yağ,Komili Ayçiçek Yağı,126.99,1,
Temel Gıda,Sıvı Yağ,Komili Ayçiçek Yağı,232.99,1,
Temel Gıda,Sıvı Yağ,Yudum Ayçiçek Yağı,139.99,1,
Temel Gıda,Sıvı Yağ,Yudum Kızartma Ustası Bitkisel Karışım Sıvı Yağ,59.9,1,
Temel Gıda,Sıvı Yağ,Yudum Ayçiçek Yağı,240.99,1,
Temel Gıda,Sıvı Yağ,Yudum Ayçiçek Yağı,237.5,1,
Temel Gıda,Sıvı Yağ,Sırma Mısır Yağı,89.9,1,
Temel Gıda,Sıvı Yağ,Sunar Mısır Yağı,87.9,1,
Temel Gıda,Sıvı Yağ,Metaltex Kızartma Yağ Sıçratmazı,86.5,1,
Temel Gıda,Sıvı Yağ,Wefood Organik Hindistan Cevizi Yağı,177.5,1,
Temel Gıda,Zeytinyağı,Tariş Kuzey Ege Sızma Zeytinyağı,412.99,1,
Temel Gıda,Zeytinyağı,Tariş Güney Ege Sızma Zeytinyağı,398.99,1,
Temel Gıda,Zeytinyağı,Yudum Egemden Natürel Sızma Zeytinyağı Yumuşak Lezzet,349.5,1,
Temel Gıda,Zeytinyağı,Yudum Egemden Yumuşak Lezzet Natürel Sızma Zeytinyağı,665.95,1,
Temel Gıda,Zeytinyağı,Komili Sızma Zeytinyağı,139.5,1,
Temel Gıda,Zeytinyağı,Komili Naturel Sızma Zeytinyağı Yumuşak Lezzet,877.99,1,
Temel Gıda,Zeytinyağı,Komili Naturel Sızma Zeytinyağı Meyvemsi Lezzet,412.99,1,
Temel Gıda,Zeytinyağı,Komili Naturel Sızma Zeytinyağı Meyvemsi Lezzet,776.99,1,
Temel Gıda,Zeytinyağı,Komili Erken Hasat Sızma Zeytinyağı,436.5,1,
Temel Gıda,Zeytinyağı,Komili Sızma Taş Baskı Zeytinyağı,436.2,1,
Temel Gıda,Zeytinyağı,Komili Organik Sızma Zeytinyağı ,436.5,1,
Temel Gıda,Zeytinyağı,Komili Filtresiz Sızma Zeytinyağı ,436.5,1,
Temel Gıda,Zeytinyağı,Komili Soğuk Sıkma Sızma Zeytinyağı,436.5,1,
Temel Gıda,Zeytinyağı,Asiltane Sızma Zeytinyağı,388.5,1,
Temel Gıda,Zeytinyağı,Güven Asa Sızma Zeytinyağı,710.5,1,
Temel Gıda,Zeytinyağı,Halis Bey Natürel Sızma Zeytinyağı,444.5,1,
Temel Gıda,Zeytinyağı,Yudum Egemden Riviera Zeytinyağı,337.5,1,
Temel Gıda,Zeytinyağı,Yudum Egemden Riviera Zeytinyağı,616.95,1,
Temel Gıda,Zeytinyağı,Komili Riviera Zeytinyağı,357.99,1,
Temel Gıda,Zeytinyağı,Komili Riviera Zeytinyağı,640.99,1,
Temel Gıda,Zeytinyağı,Komili Riviera Zeytinyağı,1025.5,1,
Temel Gıda,Un,Eriş Un,34.5,1,
Temel Gıda,Un,Sinangil Un,34.99,1,
Temel Gıda,Un,Söke Un,47.7,1,
Temel Gıda,Un,Eriş Un,66.99,1,
Temel Gıda,Un,Sinangil Un,87.99,1,
Temel Gıda,Un,Söke Un,88.99,1,
Temel Gıda,Un,Sinangil Glutensiz Un,69.99,1,
Temel Gıda,Un,Sinangil Tam Buğday Unu,36.99,1,
Temel Gıda,Un,Söke Tam Buğday Unu,60.99,1,
Temel Gıda,Un,Söke Tam Çavdar Unu,60.99,1,
Temel Gıda,Un,Söke Esmer Kepekli Un,60.99,1,
Temel Gıda,Un,Söke Baklavalık ve Böreklik Un,60.99,1,
Temel Gıda,Un,Söke Organik Un,60.99,1,
Temel Gıda,Un,Söke Çok Tahıllı Un Karışımı,44.99,1,
Temel Gıda,Un,Söke Tam Buğday Ekmek Karışımı,44.5,1,
Temel Gıda,Un,Söke Çavdar Unu Karışımı,44.5,1,
Temel Gıda,Un,Söke Köy Ekmeği Un Karışımı,44.99,1,
Temel Gıda,Un,Arifoğlu Galeta Unu,22.5,1,
Temel Gıda,Un,Bağdat Galeta Unu,26.99,1,
Temel Gıda,Un,Arifoğlu Mısır Unu,19.99,1,
Temel Gıda,Un,Bağdat Mısır Unu,22.5,1,
Temel Gıda,Un,Pakmaya Pirinç Unu,35.99,1,
Temel Gıda,Un,Dr. Oetker Glutensiz Pirinç Unu,48.5,1,
Temel Gıda,Un,Wefood Badem Unu,266.6,1,
Temel Gıda,Un,Wefood Organik Hindistan Cevizi Unu,222.5,1,
Temel Gıda,Şeker,Irmak Toz Şeker,49.99,1,
Temel Gıda,Şeker,Nar Toz Şeker,49.99,1,
Temel Gıda,Şeker,Irmak Toz Şeker,140.99,1,
Temel Gıda,Şeker,Nar Toz Şeker,140.99,1,
Temel Gıda,Şeker,Irmak Küp Şeker,55.5,1,
Temel Gıda,Şeker,Nar Küp Şeker,54.5,1,
Temel Gıda,Şeker,Irmak Sargılı Küp Şeker,40.99,1,
Temel Gıda,Şeker,Nar Sargılı Küp Şeker,40.99,1,
Temel Gıda,Şeker,Nar Esmer Toz Şeker,66.99,1,
Temel Gıda,Şeker,Nar Esmer Küp Şeker,66.5,1,
Temel Gıda,Şeker,Dr. Oetker Pudra Şekeri,17.5,1,
Temel Gıda,Şeker,Pakmaya Pudra Şekeri,37.99,1,
Temel Gıda,Şeker,Fibrelle Sukralozlu Tatlandırıcı,39.9,1,
Temel Gıda,Şeker,Fibrelle Stevialı Tatlandırıcı,65.95,1,
Temel Gıda,Şeker,Irmak Esmer Toz Şeker,72.5,1,
Temel Gıda,Sos,Heinz Ranch Sos ,77.7,1,
Temel Gıda,Sos,Heinz Ketçap,60.99,1,
Temel Gıda,Sos,Heinz Ketçap,82.2,1,
Temel Gıda,Sos,Heinz Cam Şişede Ketçap,94.5,1,
Temel Gıda,Sos,Heinz Sarımsaklı Ketçap,83.2,1,
Temel Gıda,Sos,Heinz Acılı Ketçap,76.99,1,
Temel Gıda,Sos,Heinz %50 Az Tuzlu Az Şekerli Ketçap,72.3,1,
Temel Gıda,Sos,Heinz Mayonez,88.99,1,
Temel Gıda,Sos,Heinz Kavanoz Mayonez,166.99,1,
Temel Gıda,Sos,Heinz Sarımsaklı Mayonez,72.99,1,
Temel Gıda,Sos,Heinz Acılı Mayonez,145.99,1,
Temel Gıda,Sos,Heinz Light Mayonez,67.5,1,
Temel Gıda,Sos,Heinz Barbekü Sos,76.99,1,
Temel Gıda,Sos,HP Barbekü Sos,80.99,1,
Temel Gıda,Sos,HP Ballı Barbekü Sos,161.95,1,
Temel Gıda,Sos,Heinz Hardal,105.5,1,
Temel Gıda,Sos,Heinz Hardal,156.99,1,
Temel Gıda,Sos,Heinz Ballı Hardal,60.99,1,
Temel Gıda,Sos,Heinz Amerikan Burger Sosu,74.5,1,
Temel Gıda,Sos,Heinz Sarımsak Sosu,76.99,1,
Temel Gıda,Sos,Heinz Hot Chilli Sos,38.5,1,
Temel Gıda,Sos,Heinz Kırmızı Biberli Sarımsaklı Sos,48.8,1,
Temel Gıda,Sos,Calve Ketçap & Light Mayonez,203.5,1,
Temel Gıda,Sos,Calve Ketçap,62.2,1,
Temel Gıda,Sos,Calve Acılı Ketçap,62.5,1,
Temel Gıda,Sos,Calve Mayonez,95.5,1,
Temel Gıda,Sos,Calve Cam Mayonez,166.5,1,
Temel Gıda,Sos,Calve Cam Vegan Mayonez,122.2,1,
Temel Gıda,Sos,Calve Sarımsaklı Mayonez,88.7,1,
Temel Gıda,Sos,Calve Trüflü Mayonez,141.95,1,
Temel Gıda,Sos,Calve Sriracha Mayonez,141.99,1,
Temel Gıda,Sos,Tamek Sriracha Acılı Mayonez,69.5,1,
Temel Gıda,Sos,Calve Pesto Mayonez,141.99,1,
Temel Gıda,Sos,Calve Mayoçap,109.95,1,
Temel Gıda,Sos,Calve Ranch Sos,88.7,1,
Temel Gıda,Sos,Calve Barbekü Sos,88.7,1,
Temel Gıda,Sos,Calve Hardal,105.4,1,
Temel Gıda,Sos,Calve Ballı Hardal,105.4,1,
Temel Gıda,Sos,Calve Cam Taneli Hardal,166.99,1,
Temel Gıda,Sos,Calve Acı Peri Peri Sos,88.7,1,
Temel Gıda,Sos,Calve Acı Sos,88.7,1,
Temel Gıda,Sos,Calve Cheddar Sos,88.7,1,
Temel Gıda,Sos,Calve Köri Sos,88.99,1,
Temel Gıda,Sos,Calve Sriracha Acı Sos,88.7,1,
Temel Gıda,Sos,Knorr Acısso Acı Biber Sosu,82.1,1,
Temel Gıda,Sos,Tat Sıkı Dostlar Ketçap & Mayonez,203.1,1,
Temel Gıda,Sos,Tat Ketçap,40.5,1,
Temel Gıda,Sos,Tat Ketçap,60.5,1,
Temel Gıda,Sos,Tat Acı Ketçap,21.99,1,
Temel Gıda,Sos,Tat Acı Ketçap,40.5,1,
Temel Gıda,Sos,Tat Acı Ketçap,60.5,1,
Temel Gıda,Sos,Tat Mayonez,67.99,1,
Temel Gıda,Sos,Tat Mayonez,87.5,1,
Temel Gıda,Sos,Tat Ranch Sos,42.99,1,
Temel Gıda,Sos,Tat Barbekü Sos,47.5,1,
Temel Gıda,Sos,Tat Hardal,62.5,1,
Temel Gıda,Sos,Tat Burger Sos,60.99,1,
Temel Gıda,Sos,Tamek Ketçap & Mayonez,154.95,1,
Temel Gıda,Sos,Tamek Ranch Sos,56.5,1,
Temel Gıda,Sos,Tamek Barbekü Sos,56.5,1,
Temel Gıda,Sos,Tamek Hardal Sos,56.5,1,
Temel Gıda,Sos,Tamek Acı Sos,56.5,1,
Temel Gıda,Sos,Tamek Gusto Lifli Pesto Sos ,121.99,1,
Temel Gıda,Sos,Tamek Gusto Proteinli Napoliten Sos ,88.99,1,
Temel Gıda,Sos,Burcu Bitirim İkili Ketçap Mayonez,111.5,1,
Temel Gıda,Sos,Burcu Ranch Sos,49.99,1,
Temel Gıda,Sos,Burcu Barbekü Sos ,49.99,1,
Temel Gıda,Sos,Burcu Hardal,73.5,1,
Temel Gıda,Sos,Burcu Sarımsaklı Mayonez ,49.99,1,
Temel Gıda,Sos,Burcu Fesleğenli Pizza Sosu,34.99,1,
Temel Gıda,Sos,Kühne Hardal,99.99,1,
Temel Gıda,Sos,Kühne Ballı Hardal ,99.99,1,
Temel Gıda,Sos,Kühne Acı Hardal ,99.99,1,
Temel Gıda,Sos,Jr.Sous Chef Trüflü Barbekü Sos,111.5,1,
Temel Gıda,Sos,Kühne Trüf Mantarlı Acı Sos,166.5,1,
Temel Gıda,Sos,Chef Seasons Chipotle Sos,102.99,1,
Temel Gıda,Sos,Chef Seasons Trüflü Mayonez Sos,142.99,1,
Temel Gıda,Sos,Chef Seasons Sweet Chili Sos,87.99,1,
Temel Gıda,Sos,Chef Seasons Joppie Sos,79.99,1,
Temel Gıda,Sos,Chef Seasons Sarımsaklı & Parmesan Aromalı Sos,89.99,1,
Temel Gıda,Sos,Chef Seasons Burger Patates Sos,84.99,1,
Temel Gıda,Sos,Chef Seasons Köfte Sos,71.99,1,
Temel Gıda,Sos,Chef Seasons Tarator Sos,63.5,1,
Temel Gıda,Sos,Tabasco Acı Biber Sosu,142.5,1,
Temel Gıda,Sos,Tabasco Yeşil Acı Biber Sosu,133.5,1,
Temel Gıda,Sos,Kühne Teriyaki Sos,160.99,1,
Temel Gıda,Sos,Jr.Sous Chef Cafe De Paris Sos,105.99,1,
Temel Gıda,Sos,Jr.Sous Chef Demi Glace Sos,105.99,1,
Temel Gıda,Sos,Burcu Napoliten Sos ,42.5,1,
Temel Gıda,Sos,Kühne Napoliten Makarna Sosu,130.99,1,
Temel Gıda,Sos,Pastavilla Napoliten Sos,68.5,1,
Temel Gıda,Sos,Jr.Sous Chef Organik Napoliten Makarna Sosu,124.99,1,
Temel Gıda,Sos,Burcu Arrabbiata Sos ,42.5,1,
Temel Gıda,Sos,Pastavilla Arrabbiata Sos,90.99,1,
Temel Gıda,Sos,Kühne Arrabbiata Makarna Sosu,130.99,1,
Temel Gıda,Sos,Jr.Sous Chef Organik Arrabbiata Makarna Sosu,124.99,1,
Temel Gıda,Sos,Pastavilla Pesto Sos,86.99,1,
Temel Gıda,Sos,Chef Seasons Pesto Sos,203.99,1,
Temel Gıda,Sos,Chef Seasons Kremalı Pesto Sos,120.99,1,
Temel Gıda,Sos,Jr.Sous Chef Pesto Sos,122.99,1,
Temel Gıda,Sos,Jr.Sous Chef Kuru Domates Pesto Sos ,122.99,1,
Temel Gıda,Sos,Jr.Sous Chef Fesleğenli Organik Makarna Sosu,124.99,1,
Temel Gıda,Sos,Kühne Basilico Makarna Sosu,130.99,1,
Temel Gıda,Sos,Jr.Sous Chef Organik Sebzeli Makarna Sosu,94.99,1,
Temel Gıda,Sos,Kühne Paprikano Sos,93.3,1,
Temel Gıda,Sos,Knorr Fesleğenli Makarna Sosu,36.99,1,
Temel Gıda,Sos,Knorr 4 Peynirli Makarna Sosu,36.99,1,
Temel Gıda,Sos,Knorr Kremalı Mantarlı Makarna Sosu,36.99,1,
Temel Gıda,Sos,Knorr Bolonez Makarna Sosu,36.99,1,
Temel Gıda,Sos,Knorr Beşamel Sos,49.99,1,
Temel Gıda,Sos,Tat Cevizli Ezme,88.99,1,
Temel Gıda,Sos,Knorr Kremalı Trüf Mantarlı Makarna Sosu,49.99,1,
Temel Gıda,Sos,Knorr 4 Peynirli Makarna Sosu ,49.5,1,
Temel Gıda,Çorba,Knorr Acılı Cheddarlı Çorba ,36.7,1,
Temel Gıda,Çorba,Knorr Çabuk Çorba Kıtırlı Domates,14.5,1,
Temel Gıda,Çorba,Knorr Çabuk Çorba Kremalı Mantar,14.4,1,
Temel Gıda,Çorba,Knorr Çabuk Çorba Acılı Domates,14.4,1,
Temel Gıda,Çorba,Knorr Çabuk Çorba Acı Ekşi,14.4,1,
Temel Gıda,Çorba,Knorr Çabuk Çorba Mercimek,14.3,1,
Temel Gıda,Çorba,Knorr Çabuk Çorba Crazy Corn,14.4,1,
Temel Gıda,Çorba,Knorr Çabuk Çorba Ramen,14.4,1,
Temel Gıda,Çorba,Knorr Çabuk Çorba Kremalı Tavuk ,14.5,1,
Temel Gıda,Çorba,Knorr Ezogelin Çorbası,36.99,1,
Temel Gıda,Çorba,Knorr Kremalı Domates Çorbası,36.99,1,
Temel Gıda,Çorba,Knorr Mercimek Çorbası,36.99,1,
Temel Gıda,Çorba,Knorr Şehriyeli Tavuk Çorbası,36.99,1,
Temel Gıda,Çorba,Knorr Kremalı Mantar Çorbası,36.99,1,
Temel Gıda,Çorba,Knorr Şehriyeli Tavuklu Domates Çorbası,36.99,1,
Temel Gıda,Çorba,Knorr Tavuk Suyuna Cennet Çorbası,36.99,1,
Temel Gıda,Çorba,Knorr Analı Kızlı Çorba,36.99,1,
Temel Gıda,Çorba,Knorr Acılı Ekşili Kış Çorbası,36.99,1,
Temel Gıda,Çorba,Knorr Bademli Tavuk Çorbası,36.7,1,
Temel Gıda,Çorba,Knorr Zerdeçallı Tahıllı Yoğurt Çorbası,7.45,1,
Temel Gıda,Çorba,Bizim Mutfak Tarhana Çorbası,24.99,1,
Temel Gıda,Çorba,Bizim Mutfak Ezogelin Çorbası,33.5,1,
Temel Gıda,Çorba,Bizim Mutfak Domates Çorbası,33.5,1,
Temel Gıda,Çorba,Bizim Mutfak Mercimek Çorbası,33.99,1,
Temel Gıda,Çorba,Bizim Mutfak Kremalı Tavuk Çorbası,33.5,1,
Temel Gıda,Çorba,Bizim Mutfak Yayla Çorbası,33.5,1,
Temel Gıda,Çorba,Bizim Mutfak Balkabağı Çorbası,22.5,1,
Temel Gıda,Çorba,Bizim Mutfak Acılı Tarhana Çorbası,15.99,1,
Temel Gıda,Çorba,Bizim Mutfak Kremalı Sebze Çorbası,15.99,1,
Temel Gıda,Çorba,Bizim Mutfak Superfoods Bakliyatlı Karabuğday Çorbası,5.75,1,
Temel Gıda,Çorba,Bizim Mutfak Superfoods Bakliyatlı Kinoalı Mercimek Çorbası,3.99,1,
Temel Gıda,Çorba,Bizim Mutfak Bakliyatlı Maş Çorbası,9.6,1,
Temel Gıda,Çorba,Bizim Mutfak Kemik Suyuna Düğün Çorbası,33.5,1,
Temel Gıda,Çorba,Fide İlikli Kemik Suyu,40.99,1,
Temel Gıda,Çorba,Fide İlikli Kemik Sulu Kelle Paça Çorbası,144.5,1,
Temel Gıda,Çorba,Fide Paça ve İlikli Kemik Suyu,44.5,1,
Temel Gıda,Çorba,Fide Tavuk Suyu,40.99,1,
Temel Gıda,Çorba,Fide İlikli Kemik Sulu İşkembe Çorbası,42.5,1,
Temel Gıda,Çorba,Fide Jöle Kıvamında Sade Paça ve İlikli Kemik Suyu,45.6,1,
Temel Gıda,Çorba,Fide Jöle Kıvamında Sebzeli Paça ve İlikli Kemik Suyu,45.99,1,
Temel Gıda,Çorba,Knorr Cam Kemik İlik Suyu,84.3,1,
Temel Gıda,Çorba,Knorr Cam Tavuk Suyu,84.3,1,
Temel Gıda,Çorba,Zel İlikli Kemik Suyu,45.5,1,
Temel Gıda,Çorba,Zel Kolajenli İlikli Kemik Suyu,57.5,1,
Temel Gıda,Çorba,Zel İlikli Kemik Sulu Kelle Paça Çorbası,137.5,1,
Temel Gıda,Çorba,Zel İlikli Kemik Sulu İşkembe Çorbası,97.5,1,
Temel Gıda,Çorba,Zel İlikli Kemik Sulu Beyran Çorbası,104.99,1,
Temel Gıda,Çorba,Yayla Domates Çorbası,28.99,1,
Temel Gıda,Çorba,Yayla Yayla Çorbası,30.99,1,
Temel Gıda,Çorba,Yayla Mercimek Çorbası,24.5,1,
Temel Gıda,Çorba,Yayla Siyezli Ezogelin Çorbası,24.5,1,
Temel Gıda,Çorba,Tada Yayla Çorbası,28.99,1,
Temel Gıda,Çorba,Remziye Hanım Çiftliği Tarhana,55.99,1,
Temel Gıda,Çorba,Knorr Çorba Paketi,55.5,1,
Temel Gıda,Çorba,Knorr Şehriyeli Tavuk  Çorba Paketi,55.5,1,
Temel Gıda,Baharat,Knorr Baharat Üçlüsü,138.5,1,
Temel Gıda,Baharat,Knorr Yemek Kiti Kızarmış Tavuklu Pilav,164.99,1,
Temel Gıda,Baharat,Knorr Yemek Kiti İsveç Köfte ,164.99,1,
Temel Gıda,Baharat,Efsina İyotlu Sofra Tuzu,33.5,1,
Temel Gıda,Baharat,Efsina Sofrada Öğütme Kaya Tuzu Silindir Kutu ,146.5,1,
Temel Gıda,Baharat,Efsina İyotlu Silindir İnce Kaya Tuzu,130.95,1,
Temel Gıda,Baharat,Efsina Öğütme Kaya Tuzu,146.5,1,
Temel Gıda,Baharat,Efsina İyotlu Silindir İnce Himalaya Tuzu,161.95,1,
Temel Gıda,Baharat,Efsina Cam Değirmenli Öğütme Kaya Tuzu,147.6,1,
Temel Gıda,Baharat,Billur Rafine İyotlu Sofra Tuzu,26.99,1,
Temel Gıda,Baharat,Billur Rafine İyotlu Sofra Tuzu,63.5,1,
Temel Gıda,Baharat,Billur Rafine İyotlu Sofra Tuzu,24.5,1,
Temel Gıda,Baharat,Billur Tuzluklu İyotlu Sofra Tuzu,52.5,1,
Temel Gıda,Baharat,Billur Pet Tuzluklu Sofra Tuzu,39.99,1,
Temel Gıda,Baharat,Billur Sofrada Öğütme Deniz Tuzu Doypack,57.7,1,
Temel Gıda,Baharat,Billur Salamura Tuzu,56.99,1,
Temel Gıda,Baharat,Mayi Tuz İyotlu İnce Öğütülmüş Doğal Kaynak Tuzu ,65.99,1,
Temel Gıda,Baharat,Mayi Tuz İyotlu İnce Öğütülmüş Doğal Kaynak Tuzu,96.99,1,
Temel Gıda,Baharat,Purelife Aegean Deniz Tuzu ,113.99,1,
Temel Gıda,Baharat,Purelife Anatolia İyotlu İnce Kaya Tuzu,154.99,1,
Temel Gıda,Baharat,Purelife İyotlu İnce Beyaz Himalaya Tuzu,177.99,1,
Temel Gıda,Baharat,Purelife İyotlu İnce Pembe Himalaya Tuzu,177.99,1,
Temel Gıda,Baharat,Bağdat Karabiber,66.99,1,
Temel Gıda,Baharat,Bağdat Tane Karabiber,65.99,1,
Temel Gıda,Baharat,Bağdat Değirmenli Tane Karabiber,133.5,1,
Temel Gıda,Baharat,Bağdat Pul Biber,63.2,1,
Temel Gıda,Baharat,Bağdat Pul Biber,133.5,1,
Temel Gıda,Baharat,Bağdat Ekstra Acı Pul Biber ,66.99,1,
Temel Gıda,Baharat,Bağdat Pul Biber Tuzluklu Cam,66.99,1,
Temel Gıda,Baharat,Bağdat Kırmızı Toz Tatlı Biber Tuzluklu Cam,56.99,1,
Temel Gıda,Baharat,Bağdat Tatlı Toz Biber,64.5,1,
Temel Gıda,Baharat,Bağdat Kimyon,66.99,1,
Temel Gıda,Baharat,Bağdat Kimyon Tuzluklu Cam,77.99,1,
Temel Gıda,Baharat,Bağdat Kekik,32.5,1,
Temel Gıda,Baharat,Bağdat Nane,33.5,1,
Temel Gıda,Baharat,Bağdat Tarçın,44.5,1,
Temel Gıda,Baharat,Bağdat Tarçın Tuzluklu Cam,72.5,1,
Temel Gıda,Baharat,Bağdat Zerdeçal,55.5,1,
Temel Gıda,Baharat,Bağdat Zencefil,60.99,1,
Temel Gıda,Baharat,Bağdat Hindistan Cevizi,49.99,1,
Temel Gıda,Baharat,Bağdat Hindistan Cevizi,133.5,1,
Temel Gıda,Baharat,Bağdat Cajun Baharat Karışımı,60.99,1,
Temel Gıda,Baharat,Bağdat Köri,49.99,1,
Temel Gıda,Baharat,Bağdat Susam,48.99,1,
Temel Gıda,Baharat,Bağdat Çörek Otu,49.99,1,
Temel Gıda,Baharat,Bağdat Kuş Üzümü,51.5,1,
Temel Gıda,Baharat,Bağdat Sumak,66.99,1,
Temel Gıda,Baharat,Bağdat İsot Biber,66.99,1,
Temel Gıda,Baharat,Bağdat Cam Şişeli Toz Sarımsak ,66.99,1,
Temel Gıda,Baharat,Bağdat Cam Şişeli Toz Soğan,60.99,1,
Temel Gıda,Baharat,Bağdat Limon Tuzu,33.99,1,
Temel Gıda,Baharat,Bağdat Mavi Haşhaş ,54.5,1,
Temel Gıda,Baharat,Bağdat Biberiye,33.5,1,
Temel Gıda,Baharat,Bağdat Kişniş Toz,23.99,1,
Temel Gıda,Baharat,Bağdat Mahlep,83.5,1,
Temel Gıda,Baharat,Knorr Karabiber,69.99,1,
Temel Gıda,Baharat,Knorr Pul Biber,52.5,1,
Temel Gıda,Baharat,Knorr Tatlı Toz Kırmızı Biber,51.5,1,
Temel Gıda,Baharat,Knorr Kimyon,48.99,1,
Temel Gıda,Baharat,Knorr Kekik,20.5,1,
Temel Gıda,Baharat,Knorr Nane,27.99,1,
Temel Gıda,Baharat,Knorr Tarçın,38.99,1,
Temel Gıda,Baharat,Knorr Zerdeçal,36.5,1,
Temel Gıda,Baharat,Knorr Zencefil,44.5,1,
Temel Gıda,Baharat,Knorr Hindistan Cevizi,31.99,1,
Temel Gıda,Baharat,Knorr Susam,42.5,1,
Temel Gıda,Baharat,Arifoğlu Öğütülmüş Karabiber,72.5,1,
Temel Gıda,Baharat,Arifoğlu Öğütülmüş Karabiber,166.99,1,
Temel Gıda,Baharat,Arifoğlu Tatlı Kırmızı Pul Biber,61.5,1,
Temel Gıda,Baharat,Arifoğlu Acı Kırmızı Pul Biber,53.99,1,
Temel Gıda,Baharat,Arifoğlu Öğütülmüş Acı Kırmızı Biber,51.5,1,
Temel Gıda,Baharat,Arifoğlu Öğütülmüş Kimyon,6.99,1,
Temel Gıda,Baharat,Arifoğlu Kekik,55.5,1,
Temel Gıda,Baharat,Arifoğlu Nane,4.99,1,
Temel Gıda,Baharat,Arifoğlu Nane,68.99,1,
Temel Gıda,Baharat,Arifoğlu Öğütülmüş Tarçın,46.99,1,
Temel Gıda,Baharat,Arifoğlu Çubuk Tarçın,72.5,1,
Temel Gıda,Baharat,Arifoğlu Öğütülmüş Zencefil,35.5,1,
Temel Gıda,Baharat,Arifoğlu Hindistan Cevizi,39.99,1,
Temel Gıda,Baharat,Arifoğlu Cajun Patates Baharatı,66.99,1,
Temel Gıda,Baharat,Arifoğlu Panko Ekmek Kırıntısı,35.5,1,
Temel Gıda,Baharat,Arifoğlu Köri,27.99,1,
Temel Gıda,Baharat,Arifoğlu Sarımsak Granül,42.5,1,
Temel Gıda,Baharat,Arifoğlu Limon Tuzu Parça,25.5,1,
Temel Gıda,Baharat,Bağdat Karbonat,32.5,1,
